1,1,6.095718e-80
1,2,2.281346e-80
1,3,4.914773e-80
1,4,8.005259e-80
1,5,1.012314e-79
1,6,1.085988e-79
1,7,1.241140e-79
1,8,1.009264e-79
1,9,6.152883e-80
1,10,4.002214e-80
1,11,2.571629e-80
1,12,1.265367e-80
1,13,3.187762e-81
2,1,2.281346e-80
2,2,1.922143e-79
2,3,1.790824e-79
2,4,2.936823e-79
2,5,3.707076e-79
2,6,4.041123e-79
2,7,4.635749e-79
2,8,3.924135e-79
2,9,2.471490e-79
2,10,1.646640e-79
2,11,1.062046e-79
2,12,5.568377e-80
2,13,1.526871e-80
3,1,4.914773e-80
3,2,1.790824e-79
3,3,5.189586e-79
3,4,6.795658e-79
3,5,9.052982e-79
3,6,9.771760e-79
3,7,1.082487e-78
3,8,8.943572e-79
3,9,5.690401e-79
3,10,3.757292e-79
3,11,2.422948e-79
3,12,1.224223e-79
3,13,2.910593e-80
4,1,8.005259e-80
4,2,2.936823e-79
4,3,6.795658e-79
4,4,1.274978e-78
4,5,1.473296e-78
4,6,1.599017e-78
4,7,1.775921e-78
4,8,1.475075e-78
4,9,9.449389e-79
4,10,6.274270e-79
4,11,4.061929e-79
4,12,2.075184e-79
4,13,5.040183e-80
5,1,1.012314e-79
5,2,3.707076e-79
5,3,9.052982e-79
5,4,1.473296e-78
5,5,2.184829e-78
5,6,2.175111e-78
5,7,2.383639e-78
5,8,1.984764e-78
5,9,1.292054e-78
5,10,8.615133e-79
5,11,5.591250e-79
5,12,2.880411e-79
5,13,6.821550e-80
6,1,1.085988e-79
6,2,4.041123e-79
6,3,9.771760e-79
6,4,1.599017e-78
6,5,2.175111e-78
6,6,2.525599e-78
6,7,2.643621e-78
6,8,2.306245e-78
6,9,1.562476e-78
6,10,1.062057e-78
6,11,6.922343e-79
6,12,3.799835e-79
6,13,1.000492e-79
7,1,1.241140e-79
7,2,4.635749e-79
7,3,1.082487e-78
7,4,1.775921e-78
7,5,2.383639e-78
7,6,2.643621e-78
7,7,3.012912e-78
7,8,2.547462e-78
7,9,1.720798e-78
7,10,1.174999e-78
7,11,7.689363e-79
7,12,4.245962e-79
7,13,1.150947e-79
8,1,1.009264e-79
8,2,3.924135e-79
8,3,8.943572e-79
8,4,1.475075e-78
8,5,1.984764e-78
8,6,2.306245e-78
8,7,2.547462e-78
8,8,2.432023e-78
8,9,1.706508e-78
8,10,1.202673e-78
8,11,7.940791e-79
8,12,4.743233e-79
8,13,1.425996e-79
9,1,6.152883e-80
9,2,2.471490e-79
9,3,5.690401e-79
9,4,9.449389e-79
9,5,1.292054e-78
9,6,1.562476e-78
9,7,1.720798e-78
9,8,1.706508e-78
9,9,1.303845e-78
9,10,9.190099e-79
9,11,6.141913e-79
9,12,3.860369e-79
9,13,1.214523e-79
10,1,4.002214e-80
10,2,1.646640e-79
10,3,3.757292e-79
10,4,6.274270e-79
10,5,8.615133e-79
10,6,1.062057e-78
10,7,1.174999e-78
10,8,1.202673e-78
10,9,9.190099e-79
10,10,6.929680e-79
10,11,4.553876e-79
10,12,2.928751e-79
10,13,9.510457e-80
11,1,2.571629e-80
11,2,1.062046e-79
11,3,2.422948e-79
11,4,4.061929e-79
11,5,5.591250e-79
11,6,6.922343e-79
11,7,7.689363e-79
11,8,7.940791e-79
11,9,6.141913e-79
11,10,4.553876e-79
11,11,3.198717e-79
11,12,2.041075e-79
11,13,6.662585e-80
12,1,1.265367e-80
12,2,5.568377e-80
12,3,1.224223e-79
12,4,2.075184e-79
12,5,2.880411e-79
12,6,3.799835e-79
12,7,4.245962e-79
12,8,4.743233e-79
12,9,3.860369e-79
12,10,2.928751e-79
12,11,2.041075e-79
12,12,1.450295e-79
12,13,4.791264e-80
13,1,3.187762e-81
13,2,1.526871e-80
13,3,2.910593e-80
13,4,5.040183e-80
13,5,6.821550e-80
13,6,1.000492e-79
13,7,1.150947e-79
13,8,1.425996e-79
13,9,1.214523e-79
13,10,9.510457e-80
13,11,6.662585e-80
13,12,4.791264e-80
13,13,1.768909e-80
