1,1,1.475274e-81
1,2,-3.377605e-82
1,3,2.132819e-83
1,4,-4.453623e-84
1,5,-1.096178e-83
1,6,-6.050207e-84
1,7,-5.403967e-84
1,8,-3.044798e-84
1,9,-1.226959e-84
1,10,-4.346517e-85
1,11,-1.137466e-85
1,12,1.742824e-87
2,1,-3.377605e-82
2,2,1.715502e-81
2,3,-4.666069e-82
2,4,-1.662265e-83
2,5,7.182682e-84
2,6,-1.580735e-83
2,7,-9.743034e-84
2,8,-5.807651e-84
2,9,-1.831680e-84
2,10,-4.124228e-85
2,11,-1.233222e-85
2,12,-1.908458e-86
3,1,2.132819e-83
3,2,-4.666069e-82
3,3,1.596952e-81
3,4,-4.194878e-82
3,5,-6.415326e-83
3,6,1.538306e-83
3,7,-9.220291e-84
3,8,-8.619925e-84
3,9,-2.020044e-84
3,10,-4.688821e-85
3,11,-1.039930e-85
3,12,-1.051440e-87
4,1,-4.453623e-84
4,2,-1.662265e-83
4,3,-4.194878e-82
4,4,1.327266e-81
4,5,-2.769811e-82
4,6,-1.031413e-82
4,7,1.205786e-83
4,8,-5.462943e-84
4,9,-2.810115e-84
4,10,-4.053229e-85
4,11,-1.124045e-85
4,12,-1.336247e-86
5,1,-1.096178e-83
5,2,7.182682e-84
5,3,-6.415326e-83
5,4,-2.769811e-82
5,5,9.515205e-82
5,6,-1.243088e-82
5,7,-1.274011e-82
5,8,5.129029e-84
5,9,-2.362099e-84
5,10,-9.312566e-85
5,11,-6.340242e-86
5,12,-4.550206e-87
6,1,-6.050207e-84
6,2,-1.580735e-83
6,3,1.538306e-83
6,4,-1.031413e-82
6,5,-1.243088e-82
6,6,6.523314e-82
6,7,-3.822578e-83
6,8,-6.752595e-83
6,9,4.123608e-84
6,10,-1.071300e-84
6,11,-2.018753e-85
6,12,4.138953e-87
7,1,-5.403967e-84
7,2,-9.743034e-84
7,3,-9.220291e-84
7,4,1.205786e-83
7,5,-1.274011e-82
7,6,-3.822578e-83
7,7,5.456832e-82
7,8,-5.907641e-83
7,9,-1.305810e-83
7,10,3.636392e-84
7,11,-3.964461e-85
7,12,-4.377324e-87
8,1,-3.044798e-84
8,2,-5.807651e-84
8,3,-8.619925e-84
8,4,-5.462943e-84
8,5,5.129029e-84
8,6,-6.752595e-83
8,7,-5.907641e-83
8,8,2.201257e-82
8,9,-3.036629e-83
8,10,-1.025878e-84
8,11,3.972623e-85
8,12,-9.021316e-86
9,1,-1.226959e-84
9,2,-1.831680e-84
9,3,-2.020044e-84
9,4,-2.810115e-84
9,5,-2.362099e-84
9,6,4.123608e-84
9,7,-1.305810e-83
9,8,-3.036629e-83
9,9,6.480053e-83
9,10,-1.777396e-83
9,11,1.422941e-85
9,12,1.382340e-85
10,1,-4.346517e-85
10,2,-4.124228e-85
10,3,-4.688821e-85
10,4,-4.053229e-85
10,5,-9.312566e-85
10,6,-1.071300e-84
10,7,3.636392e-84
10,8,-1.025878e-84
10,9,-1.777396e-83
10,10,5.421827e-83
10,11,-5.859555e-84
10,12,2.994227e-85
11,1,-1.137466e-85
11,2,-1.233222e-85
11,3,-1.039930e-85
11,4,-1.124045e-85
11,5,-6.340242e-86
11,6,-2.018753e-85
11,7,-3.964461e-85
11,8,3.972623e-85
11,9,1.422941e-85
11,10,-5.859555e-84
11,11,8.549443e-84
11,12,-1.468404e-84
12,1,1.742824e-87
12,2,-1.908458e-86
12,3,-1.051440e-87
12,4,-1.336247e-86
12,5,-4.550206e-87
12,6,4.138953e-87
12,7,-4.377324e-87
12,8,-9.021316e-86
12,9,1.382340e-85
12,10,2.994227e-85
12,11,-1.468404e-84
12,12,3.854599e-84
