1,1,5.443158e-80
1,2,-6.266966e-82
1,3,-4.544907e-83
1,4,5.383207e-83
1,5,1.225224e-83
1,6,6.422631e-84
1,7,1.014674e-84
1,8,-4.966929e-84
1,9,-1.979263e-84
1,10,-3.357515e-84
1,11,-1.409763e-84
1,12,-1.398971e-84
1,13,-7.875103e-85
2,1,-6.266966e-82
2,2,1.050111e-79
2,3,-1.281704e-81
2,4,-7.695135e-83
2,5,9.712735e-83
2,6,2.137494e-83
2,7,3.054069e-83
2,8,-1.135718e-83
2,9,-4.446252e-84
2,10,-1.603841e-84
2,11,-3.875329e-84
2,12,-4.637714e-84
2,13,-2.246358e-84
3,1,-4.544907e-83
3,2,-1.281704e-81
3,3,9.969536e-80
3,4,-3.082472e-81
3,5,-3.259278e-82
3,6,1.803221e-82
3,7,-3.902635e-83
3,8,2.018977e-83
3,9,-1.121192e-83
3,10,-9.142918e-84
3,11,-6.980276e-84
3,12,-9.567345e-84
3,13,-3.243129e-84
4,1,5.383207e-83
4,2,-7.695135e-83
4,3,-3.082472e-81
4,4,1.598470e-79
4,5,-6.589983e-81
4,6,-1.253105e-81
4,7,6.173911e-82
4,8,-6.803101e-83
4,9,2.318461e-83
4,10,-6.395487e-84
4,11,-1.432291e-83
4,12,-1.332993e-83
4,13,-3.958280e-84
5,1,1.225224e-83
5,2,9.712735e-83
5,3,-3.259278e-82
5,4,-6.589983e-81
5,5,1.687282e-79
5,6,-9.249944e-81
5,7,-2.728004e-81
5,8,5.210804e-82
5,9,-1.624484e-83
5,10,-1.631121e-84
5,11,-2.510416e-83
5,12,-1.551229e-83
5,13,-6.302347e-84
6,1,6.422631e-84
6,2,2.137494e-83
6,3,1.803221e-82
6,4,-1.253105e-81
6,5,-9.249944e-81
6,6,9.274111e-80
6,7,-1.179679e-80
6,8,-2.097628e-81
6,9,6.836682e-82
6,10,-7.528245e-84
6,11,-2.542938e-83
6,12,-2.126238e-83
6,13,-1.030773e-83
7,1,1.014674e-84
7,2,3.054069e-83
7,3,-3.902635e-83
7,4,6.173911e-82
7,5,-2.728004e-81
7,6,-1.179679e-80
7,7,7.791526e-80
7,8,-1.057823e-80
7,9,-1.587927e-81
7,10,7.160249e-82
7,11,2.022225e-83
7,12,-5.168236e-83
7,13,-2.283371e-83
8,1,-4.966929e-84
8,2,-1.135718e-83
8,3,2.018977e-83
8,4,-6.803101e-83
8,5,5.210804e-82
8,6,-2.097628e-81
8,7,-1.057823e-80
8,8,2.617832e-80
8,9,-5.701314e-81
8,10,-1.540681e-81
8,11,2.411886e-82
8,12,-1.548420e-83
8,13,-4.815275e-83
9,1,-1.979263e-84
9,2,-4.446252e-84
9,3,-1.121192e-83
9,4,2.318461e-83
9,5,-1.624484e-83
9,6,6.836682e-82
9,7,-1.587927e-81
9,8,-5.701314e-81
9,9,2.189232e-80
9,10,-3.720078e-81
9,11,-1.691311e-81
9,12,1.330901e-82
9,13,-2.267010e-83
10,1,-3.357515e-84
10,2,-1.603841e-84
10,3,-9.142918e-84
10,4,-6.395487e-84
10,5,-1.631121e-84
10,6,-7.528245e-84
10,7,7.160249e-82
10,8,-1.540681e-81
10,9,-3.720078e-81
10,10,1.578755e-80
10,11,-1.690292e-81
10,12,-1.311068e-81
10,13,2.710706e-83
11,1,-1.409763e-84
11,2,-3.875329e-84
11,3,-6.980276e-84
11,4,-1.432291e-83
11,5,-2.510416e-83
11,6,-2.542938e-83
11,7,2.022225e-83
11,8,2.411886e-82
11,9,-1.691311e-81
11,10,-1.690292e-81
11,11,5.929577e-81
11,12,-6.392140e-82
11,13,-2.264044e-82
12,1,-1.398971e-84
12,2,-4.637714e-84
12,3,-9.567345e-84
12,4,-1.332993e-83
12,5,-1.551229e-83
12,6,-2.126238e-83
12,7,-5.168236e-83
12,8,-1.548420e-83
12,9,1.330901e-82
12,10,-1.311068e-81
12,11,-6.392140e-82
12,12,4.143866e-81
12,13,-2.314194e-82
13,1,-7.875103e-85
13,2,-2.246358e-84
13,3,-3.243129e-84
13,4,-3.958280e-84
13,5,-6.302347e-84
13,6,-1.030773e-83
13,7,-2.283371e-83
13,8,-4.815275e-83
13,9,-2.267010e-83
13,10,2.710706e-83
13,11,-2.264044e-82
13,12,-2.314194e-82
13,13,3.145169e-82
