1,1,2.31e-40
1,2,9.01e-40
1,3,2.70e-39
1,4,4.49e-39
1,5,6.42e-39
1,6,7.81e-39
1,7,8.59e-39
1,8,5.37e-39
1,9,1.47e-40
1,10,0.00e+00
1,11,0.00e+00
1,12,0.00e+00
1,13,0.00e+00
2,1,2.34e-40
2,2,1.09e-39
2,3,2.57e-39
2,4,4.31e-39
2,5,6.18e-39
2,6,7.32e-39
2,7,8.12e-39
2,8,8.64e-39
2,9,5.22e-39
2,10,3.61e-40
2,11,0.00e+00
2,12,0.00e+00
2,13,0.00e+00
3,1,2.68e-40
3,2,1.03e-39
3,3,2.49e-39
3,4,3.93e-39
3,5,5.77e-39
3,6,6.27e-39
3,7,6.90e-39
3,8,6.96e-39
3,9,5.41e-39
3,10,3.51e-39
3,11,2.81e-40
3,12,0.00e+00
3,13,0.00e+00
4,1,1.86e-40
4,2,8.10e-40
4,3,2.01e-39
4,4,3.33e-39
4,5,4.08e-39
4,6,4.94e-39
4,7,5.38e-39
4,8,4.96e-39
4,9,3.94e-39
4,10,2.95e-39
4,11,1.43e-39
4,12,0.00e+00
4,13,0.00e+00
5,1,1.54e-40
5,2,6.16e-40
5,3,1.10e-39
5,4,2.19e-39
5,5,2.69e-39
5,6,2.92e-39
5,7,3.20e-39
5,8,3.08e-39
5,9,2.59e-39
5,10,2.21e-39
5,11,1.39e-39
5,12,4.31e-40
5,13,0.00e+00
6,1,5.68e-41
6,2,3.26e-40
6,3,7.55e-40
6,4,1.16e-39
6,5,1.55e-39
6,6,1.77e-39
6,7,1.88e-39
6,8,2.06e-39
6,9,1.84e-39
6,10,1.66e-39
6,11,1.20e-39
6,12,7.17e-40
6,13,2.29e-41
7,1,5.18e-41
7,2,1.96e-40
7,3,4.44e-40
7,4,7.75e-40
7,5,1.13e-39
7,6,1.20e-39
7,7,1.36e-39
7,8,1.50e-39
7,9,1.44e-39
7,10,1.22e-39
7,11,1.09e-39
7,12,6.88e-40
7,13,9.54e-41
8,1,3.11e-41
8,2,1.52e-40
8,3,3.72e-40
8,4,4.96e-40
8,5,7.38e-40
8,6,9.09e-40
8,7,9.89e-40
8,8,1.11e-39
8,9,1.13e-39
8,10,1.11e-39
8,11,8.81e-40
8,12,6.45e-40
8,13,1.34e-40
9,1,2.75e-41
9,2,1.07e-40
9,3,2.04e-40
9,4,3.58e-40
9,5,4.73e-40
9,6,5.54e-40
9,7,6.35e-40
9,8,7.33e-40
9,9,7.59e-40
9,10,6.95e-40
9,11,6.64e-40
9,12,4.49e-40
9,13,1.38e-40
10,1,2.86e-41
10,2,5.80e-41
10,3,1.35e-40
10,4,2.26e-40
10,5,2.91e-40
10,6,3.86e-40
10,7,4.06e-40
10,8,4.42e-40
10,9,4.81e-40
10,10,4.82e-40
10,11,4.29e-40
10,12,3.70e-40
10,13,1.32e-40
11,1,1.00e-41
11,2,3.32e-41
11,3,7.04e-41
11,4,1.17e-40
11,5,1.66e-40
11,6,2.14e-40
11,7,2.33e-40
11,8,2.50e-40
11,9,2.63e-40
11,10,2.53e-40
11,11,2.48e-40
11,12,2.12e-40
11,13,9.22e-41
12,1,5.97e-42
12,2,1.39e-41
12,3,2.83e-41
12,4,4.56e-41
12,5,6.62e-41
12,6,9.06e-41
12,7,9.86e-41
12,8,1.06e-40
12,9,1.20e-40
12,10,1.20e-40
12,11,1.10e-40
12,12,9.30e-41
12,13,5.37e-41
