58354898|pet-amended-calibration|gpu_shared|2026-09-15T05:35:53|2026-09-15T05:46:56|FAILED
58395631|pet-amended-calibration|gpu_shared|2026-09-15T17:03:26|2026-09-15T17:04:24|COMPLETED
58396676_0|pet-routing-matrix|gpu_shared|2026-09-15T17:14:59|2026-09-15T17:16:06|FAILED
58397664_0|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-15T17:30:44|COMPLETED
58397664_1|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-15T17:34:27|COMPLETED
58397664_2|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-16T20:10:52|COMPLETED
58397664_3|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-16T20:10:52|COMPLETED
58397664_4|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-16T20:43:15|COMPLETED
58397664_5|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-16T20:45:16|COMPLETED
58397664_6|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-16T21:18:12|COMPLETED
58397664_7|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-16T21:22:14|COMPLETED
58397664_8|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-16T21:55:04|COMPLETED
58397664_9|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-16T22:02:12|COMPLETED
58397664_10|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-16T22:28:23|COMPLETED
58397664_11|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-16T22:41:29|COMPLETED
58397664_12|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-16T23:05:36|COMPLETED
58397664_13|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-16T23:15:06|COMPLETED
58397664_14|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-16T23:42:20|COMPLETED
58397664_15|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-16T23:49:47|COMPLETED
58397664_16|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-17T00:18:51|COMPLETED
58397664_17|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-17T00:29:14|COMPLETED
58397664_18|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-17T00:56:12|COMPLETED
58397664_19|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-17T01:03:00|COMPLETED
58397664_20|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-17T01:33:31|COMPLETED
58397664_21|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-17T02:01:50|COMPLETED
58397664_22|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-17T02:06:35|COMPLETED
58397664_23|pet-routing-matrix|gpu_shared|2026-09-15T17:28:26|2026-09-17T02:36:06|COMPLETED
58461843|pet-inference-benchmark|gpu_shared|2026-09-17T03:19:52|2026-09-17T03:20:55|FAILED
58467879|pet-inference-benchmark|gpu_shared|2026-09-17T06:34:41|2026-09-17T06:35:39|COMPLETED
58470448|pet-four-arm-probe|gpu_shared|2026-09-17T08:44:10|2026-09-17T08:52:26|FAILED
58470888|pet-four-arm-probe|gpu_shared|2026-09-17T09:06:13|2026-09-17T09:06:39|FAILED
58470936|pet-four-arm-probe|gpu_shared|2026-09-17T09:08:54|2026-09-17T09:09:58|FAILED
58471178|pet-width-gate|gpu_shared|2026-09-17T09:17:02|2026-09-17T09:17:22|COMPLETED
58471470|pet-width-gate|gpu_shared|2026-09-17T09:24:46|2026-09-17T09:25:43|COMPLETED
58493028|pet-tail-validation|gpu_shared|2026-09-17T16:33:15|2026-09-17T16:37:03|FAILED
58493578|pet-tail-validation|gpu_shared|2026-09-17T16:40:00|2026-09-17T16:40:38|COMPLETED
58494208|pet-tail-validation|gpu_shared|2026-09-17T16:48:52|2026-09-17T16:50:40|COMPLETED
58495932|pet-tail-validation|gpu_shared|2026-09-17T17:08:20|2026-09-17T17:10:17|COMPLETED
58526592|pet-cost-calibration|gpu_shared|2026-09-18T06:59:57|2026-09-18T07:01:37|FAILED
58526818|pet-cost-calibration|gpu_shared|2026-09-18T07:09:01|2026-09-18T07:09:50|FAILED
58527080|pet-cost-calibration|gpu_shared|2026-09-18T07:17:42|2026-09-18T07:20:27|COMPLETED
58551348|pet-cost-calibration|gpu_shared|2026-09-18T16:24:19|2026-09-18T16:26:29|COMPLETED
58551477|pet-cost-calibration|gpu_shared|2026-09-18T16:29:52|2026-09-18T16:31:07|COMPLETED
58552475|pet-matched-timing|gpu_shared|2026-09-18T17:23:57|2026-09-18T17:25:39|CANCELLED by 112498
58552592|pet-matched-timing|gpu_shared|2026-09-18T17:28:41|2026-09-18T17:30:32|FAILED
58552755|pet-matched-timing|gpu_shared|2026-09-18T17:37:23|2026-09-18T17:39:42|COMPLETED
58563735|pet-port-profile|gpu_shared|2026-09-18T20:37:28|2026-09-18T20:38:44|CANCELLED by 112498
58564110|pet-port-profile|gpu_shared|2026-09-18T20:45:21|2026-09-18T20:47:11|CANCELLED by 112498
58565265|pet-port-profile|gpu_shared|2026-09-18T21:14:38|2026-09-18T21:15:54|CANCELLED by 112498
58566629|pet-port-80g|gpu_shared|2026-09-18T21:52:44|2026-09-18T21:59:47|COMPLETED
58585495|pet-prod-validate|gpu_shared|2026-09-19T08:10:39|2026-09-19T08:13:12|COMPLETED
58585574|pet-validate-80g|gpu_shared|2026-09-19T08:15:35|2026-09-19T08:17:21|COMPLETED
58585575|pet-40g-confirm|gpu_shared|2026-09-19T08:15:35|2026-09-19T08:17:21|COMPLETED
58585924|pet-prod-validate|gpu_shared|2026-09-19T08:33:23|2026-09-19T08:36:26|COMPLETED
58586140|pet-prod-validate|gpu_shared|2026-09-19T08:45:44|2026-09-19T08:48:17|COMPLETED
58586142|pet-fp32-timing|gpu_shared|2026-09-19T08:45:44|2026-09-19T08:48:17|COMPLETED
58586380|pet-prod-validate|gpu_shared|2026-09-19T09:00:22|2026-09-19T09:02:05|COMPLETED
